recording,monkey,analysis,embedding_fold,raw_trial_index,nfev,cost,mse,action
monkeyM_session-o080430013-23_lfp-2,M,matched_short,1,54,1200,62.826712495368085,0.266470927548386,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_short,2,13,1200,52.030484200431836,0.18544920117894917,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_short,3,25,1200,54.16949695915022,0.16826829463706233,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_short,3,60,1200,91.88085576007943,0.5776412903982776,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_long,1,168,1200,78.28636070370709,0.2809754948244955,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_long,1,152,1200,77.52925353968428,0.25789316631853126,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_long,4,133,1200,66.74029538788064,0.26245035620170837,training_median_imputation
monkeyM_session-o080430013-23_lfp-2,M,matched_long,4,208,1200,59.4778505005015,0.2627519760415446,training_median_imputation
monkeyM_session-o080506002-22_lfp-1,M,matched_long,0,321,1200,92.99681321203978,0.4617724042126277,training_median_imputation
monkeyM_session-o080506002-22_lfp-1,M,matched_long,1,321,1200,92.99681321203978,0.4617724042126277,training_median_imputation
monkeyM_session-o080506002-22_lfp-1,M,matched_long,2,321,1200,92.99681321203978,0.4617724042126277,training_median_imputation
monkeyM_session-o080506002-22_lfp-1,M,matched_long,3,321,1200,92.99681321203978,0.4617724042126277,training_median_imputation
monkeyM_session-o080506002-22_lfp-1,M,matched_long,4,321,1200,92.99681321203978,0.4617724042126277,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,short,0,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,short,1,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,short,2,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,short,3,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,short,4,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_short,0,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_short,1,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_short,2,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_short,3,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_short,4,196,1200,46.097100707223376,0.1585631639996957,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_long,0,314,1200,100.01427155109815,0.4526645242122292,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_long,0,368,1200,85.9897610334431,0.30384549123438037,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_long,1,314,1200,100.01427155109815,0.4526645242122292,training_median_imputation
monkeyM_session-o080506002-22_lfp-2,M,matched_long,1,368,1200,85.9897610334431,0.30384549123438037,training_median_imputation
