row_index,raw_trial_index,original_trial_number,direction,heldout_fold_zero_based,delay,R1,R2,mse,mean_error,frac_inside,normal_x,normal_y,normal_z,u_x,u_y,u_z,v_x,v_y,v_z,target_event_code,target_position,reach_side
0,5,159,1,1,short,3.5492607518664143,1.2963854781958573,0.0105011974213597,0.0111281850713845,0.9089068825910932,-0.4368272843140433,0.7865929709147368,-0.4364096948812504,0.5561308462310044,0.6174717886292025,0.5562796707749084,0.7070363537677571,0.000297244985989,-0.707177139121602,101,upper right,Rightward
1,6,16,1,4,short,3.479786623314635,1.2863872376060526,0.0079332699091481,0.0091277393956326,0.8785425101214575,-0.4385292084218126,0.7820819565881229,-0.4427639851435886,0.5532121519782092,0.6231705217359655,0.5528243986502074,0.708271450973832,-0.0025127711033924,-0.7059357178361247,101,upper right,Rightward
2,12,566,1,4,short,6.155125084455721,1.3687853090469226,0.0077782543602024,0.0077052303290044,0.931174089068826,-0.4281846875372312,0.8043544888728944,-0.4119122838526043,0.5683671591672259,0.5940717470631695,0.5692429461323969,0.7025785690859214,0.0096236984230846,-0.7115411011950333,101,upper right,Rightward
3,20,673,1,2,short,4.391951370795728,1.4987483772986123,0.0088474329110928,0.0088392181412023,0.9412955465587044,-0.4253354342551808,0.7960090063376101,-0.430650008935757,0.5638527329648755,0.605272638199851,0.5618853343651471,0.7079264537330116,-0.0038334417959573,-0.706275754099629,101,upper right,Rightward
4,28,263,1,3,short,5.853977273337933,1.5595738670152557,0.0091364153172487,0.0063843377763748,0.9251012145748988,-0.4250703458725079,0.7978836350107231,-0.4274305862264675,0.5649133561583706,0.6028083523408929,0.5634669381445053,0.7072397762383791,-0.0019481607051256,-0.7069710769021279,101,upper right,Rightward
5,9,389,1,4,short,2.447008931423807,1.0053994502768155,0.011709314156857,0.0115840236654836,0.8603238866396761,-0.4409482834985549,0.7788900063779997,-0.4459764222962438,0.5511567821826399,0.6271527969612509,0.5503685771533092,0.7083719451910528,-0.0031188504548301,-0.7058324589008955,101,upper right,Rightward
6,2,684,1,0,short,4.267771911943735,1.6522896043802369,0.0075492079585284,0.0083254152038175,0.9008097165991904,-0.4292507467688056,0.7965109649545522,-0.4258099095906421,0.5629240226429634,0.6046201127657749,0.5635166936041612,0.7063004609441277,0.0021913343582736,-0.7079087913875932,101,upper right,Rightward
7,31,437,1,3,short,3.5506192985807914,1.1677125116071485,0.0073169783869405,0.0082758649646644,0.9008097165991904,-0.4316101068183214,0.7905515522391567,-0.4344432747143602,0.5602457246410879,0.6123897304953997,0.5577665694581866,0.7069918271901448,-0.0026572986342573,-0.7072167242439258,101,upper right,Rightward
8,15,56,1,3,short,4.130035437988722,1.3859547323200063,0.0063168268071481,0.0067357851524363,0.902834008097166,-0.4250100731527082,0.7971983150169493,-0.4287671678812016,0.5639379807485458,0.6037130820969943,0.5634753485062151,0.7080539468063025,-0.0023153917778233,-0.706154549212092,101,upper right,Rightward
9,13,82,1,4,short,4.395932091106213,1.38729612727963,0.0106737487885988,0.0100715479221959,0.9230769230769232,-0.4277846790566694,0.7994643627356772,-0.4217309581712255,0.565477125838116,0.6007045569504866,0.565145693969956,0.7051495504630532,0.0032814592115769,-0.7090510161527145,101,upper right,Rightward
10,30,517,1,0,short,4.5232890146754094,1.0202227204735832,0.0068303916233076,0.0074464259288468,0.9089068825910932,-0.4212804202576831,0.8043862401980477,-0.4189099952108551,0.5680359642155517,0.5941034043464863,0.5695404184968998,0.7070063301450833,0.0019802838089804,-0.7072044454122284,101,upper right,Rightward
11,26,124,1,2,short,3.1452967900301343,1.114667714662167,0.0115355395080602,0.0117999840858986,0.8825910931174089,-0.4324300744466464,0.7915325103467786,-0.4318338983662522,0.5592739903683164,0.6111266601924322,0.5601221374839097,0.7072600896498885,0.0007001900957818,-0.7069530927312374,101,upper right,Rightward
12,29,526,1,3,short,3.769658304797903,1.505613926804108,0.0094192716151714,0.0088276834519787,0.9048582995951416,-0.4298600570668537,0.7916917827681871,-0.4341018917671413,0.5617661681365637,0.6109072200996857,0.5578630125463027,0.7068515428826928,-0.0040607299102196,-0.7073502716454931,101,upper right,Rightward
13,7,382,1,2,short,3.2803681286776083,1.166549620180789,0.0056528598703844,0.0142286385892416,0.8481781376518218,-0.4271712541676341,0.7948938934105806,-0.4308925827064319,0.5635755640512604,0.6067390673761541,0.5605803133573444,0.7070412316245456,-0.0033767348257396,-0.7071642627033428,101,upper right,Rightward
14,32,80,1,2,short,4.9862312897666206,1.4162620213752484,0.013451479015165,0.0086520398115151,0.9251012145748988,-0.4282893932764137,0.797456110180314,-0.4250081739719889,0.5638694342658995,0.603374070986721,0.5639068997286394,0.7061299148935527,0.0018662253331939,-0.708079840480881,101,upper right,Rightward
15,27,366,1,1,short,3.943740954054361,1.1421706545218009,0.0093881796200785,0.0089153372320499,0.8825910931174089,-0.4264504632344526,0.7984586604072961,-0.4249750228280565,0.5636850701076666,0.6020474899258267,0.5655068183600679,0.7073889624137741,0.0016085691150521,-0.7068226569377685,101,upper right,Rightward
16,21,156,1,1,short,5.283209652136311,1.3687372641967577,0.0090459449971585,0.007555428530275,0.9352226720647774,-0.4273300952287117,0.7966963426628568,-0.4273920065928329,0.5670332036394407,0.6043713771534868,0.5596504127113555,0.7041749325857979,-0.0031899945494915,-0.7100193576604525,101,upper right,Rightward
17,33,690,1,1,short,3.017107591907943,0.9352736246319509,0.0114762331459508,0.0119636195080517,0.8967611336032388,-0.4317559216855774,0.7983335484792851,-0.4198218306161682,0.5618007410962433,0.6021472665020149,0.5672729473083158,0.7056675927043479,0.009067238643851,-0.7084850272166845,101,upper right,Rightward
18,18,265,1,0,short,3.505844377988731,1.3904775065237869,0.0070676881665908,0.0115886436176225,0.8866396761133604,-0.4362025831915879,0.7863558160468499,-0.4374606690735507,0.5562172245980043,0.6177732572436685,0.5558584367400043,0.7073540170787744,-0.0008562732280485,-0.7068589401844472,101,upper right,Rightward
19,11,445,1,1,short,3.2962623356667726,1.6895489159299903,0.0117083004864321,0.0104692443616514,0.8987854251012146,-0.4480224773074476,0.7740468647615826,-0.4473559108585263,0.5467515594828067,0.6331276852390523,0.5479161125454868,0.7073461613880551,0.0008861921935445,-0.7068667644139026,101,upper right,Rightward
20,4,462,1,2,short,4.087924240634141,1.2743709830990804,0.0063997148300124,0.0080455795595793,0.8967611336032388,-0.4307825692865925,0.7923945013903654,-0.4318996783573199,0.5604965001364315,0.6100084688416607,0.5601190420582609,0.7072977105389593,-0.0007887380851256,-0.7069153602508433,101,upper right,Rightward
21,14,152,1,3,short,3.402211744434303,1.232197232114436,0.0089121527126422,0.0096220697177285,0.8785425101214575,-0.4302536593784782,0.7917922720743084,-0.4335282995086167,0.5596681667873112,0.6107882465132289,0.5600975459741147,0.7082748983808186,-0.0016479698721396,-0.7059348075558689,101,upper right,Rightward
22,25,188,1,0,short,4.356214697475985,1.785124927041471,0.0103980261081877,0.0082393227590702,0.9230769230769232,-0.4352418536090278,0.7907678750358593,-0.4304075936577431,0.5593741290818894,0.612110960650148,0.5589461115043477,0.7054538344788093,0.0025178687861788,-0.7087514005318933,101,upper right,Rightward
23,17,195,1,1,short,2.771188343639438,1.1493596888247963,0.0059010901782003,0.011050167199647,0.8623481781376519,-0.4339763193556252,0.7923362889165873,-0.4287980404624476,0.5594871556960991,0.6100740966034615,0.5610558967380694,0.7061435242566723,0.0035779769927614,-0.7080596876189224,101,upper right,Rightward
