recording,monkey,session,day,lfp,raw_trials,valid_trials,go_sample_zero_based,old_converted_go_sample,start_sample,end_sample_exclusive,source_pair_index,source_sha256,minimum_short,minimum_long,status,geometry_evaluable,n_trials,selection_hash,predecessor_features_sha256,fit_seconds,decode_seconds
monkeyT_session-y070423002-6_lfp-6,T,y070423002-6,2007-04-23,6,256,256,4500,4500,4000,4500,231,e4ed3a5e55117ae6191d1a62c348674e0b223fdcbc8d543f1d8bc11a0ada4eeb,21,21,eligible,True,126.0,1cb6eea33d209d5d3c6ff08397e91fc9842de56891a52e18c259eaca210ae7fb,3055e0455e09139cca86aa28cc1b8c794424f27e7dd8032ac4de6740bb25d0c4,3.496432571031619,29.512895396968815
monkeyT_session-y070423008-14_lfp-5,T,y070423008-14,2007-04-23,5,257,257,4500,4500,4000,4500,238,014ad1f91166dafcd52309071a4efb993f560cef5745552215f2c77bdd720357,21,20,eligible,True,126.0,b547e5c7dee6a0a55c2f30cc46a2f05a60a0c3e3b986e2a31a3784a9c3f4d22e,00cfedd92f3cbc69ff3555085c456fc55cc10587da092ec15b87628b603ed79a,3.7776339880074374,29.229136648995336
monkeyT_session-y070423008-14_lfp-7,T,y070423008-14,2007-04-23,7,255,255,4500,4500,4000,4500,236,4eacc1d4b3df60de05dee31de89159b164e6d999a4baa091215d6679e09ad2de,21,20,eligible,True,126.0,249cd59dfaa66dbe54c7a9360b362fc13080088aba9477c290b59b96643f0722,35ccc5e60ae9dbcc467efb8208db8fe57482c2079e4876958185c265b18a9cf3,5.2316768919699825,29.457168436027132
monkeyT_session-y070424001-6_lfp-5,T,y070424001-6,2007-04-24,5,262,262,4500,4500,4000,4500,243,343bf02faed4c3a3065bd04ebcc3ab5ac9d9ab1b2341b4537790c993038a0cd7,22,21,eligible,True,132.0,adc184fbaaf26d10f013ee986246b2499829c71444cd2751d15cfcb7beb5b0d2,05fdd753297fc5e379d6ed5fc9a9496f66fc6db9c4c10ac7c6aab54638b0160c,3.068086890038103,29.729434275010135
monkeyT_session-y070424001-6_lfp-6,T,y070424001-6,2007-04-24,6,262,262,4500,4500,4000,4500,242,9db57db231b2425aad5fdab16260bda8b2d915b825a01e2dc5cf760c836f2255,22,21,eligible,True,132.0,a225e69421b91d9c39312d1d5cfb85039428564d33ba60d8848d09f128f6532c,f090eb3320b790c8c1888f2b21299b9b4612f0016e3b7696c268119060049723,2.6209891089820303,29.507276310003363
monkeyT_session-y070424001-6_lfp-7,T,y070424001-6,2007-04-24,7,262,262,4500,4500,4000,4500,246,9f21e6171e10c07b6c900f0e48d7b747c40a06cd84129a9f947ae80e6362c019,22,21,eligible,True,132.0,9234a43f5e71559f3e23262c4640795e686ccd98a1fe7f89c8d661707afc19ab,2a8140c7b9b014138d2fab17c724b5eb3157dca53f4e01180b0ef55bbefee5c7,3.3461490280460566,28.840006481972523
monkeyT_session-y070424001-6_lfp-8,T,y070424001-6,2007-04-24,8,262,262,4500,4500,4000,4500,245,e5d3d3e0c7c5395aff6eba6a061e4d71c865b76d071b38b52e7ebc27e587807a,22,21,eligible,True,132.0,c2e241929e68c18ce31d5dfd97dae7cf812036a6acbbc9faf4d1d3d5eb06e511,df53900d3e2c772e0b9264cb2189244f0c65c9e4f8fd0cfef9b04228309e3549,3.2974954969831742,29.112855494953692
monkeyT_session-y070424007-15_lfp-5,T,y070424007-15,2007-04-24,5,358,358,4500,4500,4000,4500,249,f900d42b01f970c366066c9508930975fed28f3997969229ae4996b49ff8b05e,28,30,eligible,True,168.0,106eedd7cbde4980c9524588b4fe5df9c3f1fdd1c05a6e45e4394b14e05a8181,b93477542ed047faaae59aabfb5bb72b8773837dcb411fb616166818eaf97cc7,3.2973443149821833,29.34320588799892
monkeyT_session-y070424007-15_lfp-8,T,y070424007-15,2007-04-24,8,324,324,4500,4500,4000,4500,247,2743b8c88a1f47c0029d167a45fed8d3e593e8340622e5f6572a3b60e95c1291,24,26,eligible,True,144.0,a8ba620b30fbcd95a2fa48f298b22c69e16cb280534d3cb69d696d6f4f66c111,c94bda3e861f009955cc23a5f6f399f5bf1eacd7c9b03b03fb671c582c51c331,5.527583227027208,29.268273013003636
monkeyT_session-y070425001-6_lfp-6,T,y070425001-6,2007-04-25,6,318,318,4500,4500,4000,4500,251,87ff627b38ec0234451113ff662403fb00a1c76fd5a9a37529f4727bc7023341,26,26,eligible,True,156.0,6fe8d6192998a5653250314c3a2a74ac2cbb259e47e260614a09bdc764f3cea5,4c45998f3f12d7689cf35858769b56c2250dcc6dc65b33c8319beea1f5755101,4.112348265014589,29.509452595957555
monkeyT_session-y070425001-6_lfp-8,T,y070425001-6,2007-04-25,8,315,315,4500,4500,4000,4500,255,2fc49ea21eb942f6110019771ef09503f6cd824c653cada92e0c8c2233624f88,26,25,eligible,True,156.0,dc84f442a23776aae413b2ba4fc264a26eed54ffe2ed563f5e8a7bd2e79fdd2e,400d84cfd3e8b32b1fbce6f4cec8052e6e903435c013cbce647dc4932bca989c,5.564776224025991,29.762907747994177
monkeyT_session-y070425007-12_lfp-5,T,y070425007-12,2007-04-25,5,300,300,4500,4500,4000,4500,261,7aa8193d7d26944186e32cbc0e4451ca01cee4eb8b0f10f28c6d2a2c7f06adff,24,22,eligible,True,144.0,33fc3e4500324434be97ce32203b9fda9e24c27c005c579622c8a067b534224c,f891afe3c5a82140d73b599e88534585d292aaa95c6f5753f2ea0bbe070c874a,3.4780387760256417,29.179439913015813
monkeyT_session-y070425007-12_lfp-6,T,y070425007-12,2007-04-25,6,294,294,4500,4500,4000,4500,259,257c958d61023bed0590874897a8433bbd977a8fe01bf60c18a713fa9055f09f,24,21,eligible,True,144.0,bb67f6e2037053da305c66354377c0dbc92ecfc9f373814f95483fc55f672243,0780d9bcf5b1dec1ec65c225ca54c7b40f29b7c04801a91a7d9ee732c3176df2,5.451553208986297,29.66175310401013
monkeyT_session-y070425007-12_lfp-7,T,y070425007-12,2007-04-25,7,300,300,4500,4500,4000,4500,264,de8bfaa2c76107be0bbe9925c4f3d49103de2a2b762512e8029ff29f1c655dc5,24,22,eligible,True,144.0,f238b295e926e506bbeeca2a505c4ef3e6cc409bcb39a64ce92aaa1f2aa189f5,2510f6fc9356c3f4cc8fd58b536c3425c532b778a04264fb46b1ba516b5ff137,2.6569552720175125,29.230063817987684
monkeyT_session-y070425007-12_lfp-8,T,y070425007-12,2007-04-25,8,300,300,4500,4500,4000,4500,262,dc59999fab5080fe91aa256651319704d7ac2664965a60adbe2fe00146d3ccaf,24,22,eligible,True,144.0,2032781f1088afe6e278ed5dc9a7a13a7c35c056b9370096d59d8b3503e7129c,1efdbd6eb725158834b15bea72bd72a7774bbe6a4f2d30525d96a53e1febce21,2.677996489976067,29.471732455014717
monkeyT_session-y070426001-5_lfp-5,T,y070426001-5,2007-04-26,5,257,257,4500,4500,4000,4500,265,11fc96ee8b0bc71a66eef6d83f6f9baf99cc40a8b0372e28f9655f69fa864364,21,21,eligible,True,126.0,6dc36ea44f5c6afbae056aae678a8b3fd5ae6d8e6c4f2aff659767392b486a51,7c644de3bedc978f1d03c7f3446d5c308257df422756194e12e380b58c19535a,4.231437294045463,29.503142662986647
monkeyT_session-y070426006-13_lfp-7,T,y070426006-13,2007-04-26,7,277,277,4500,4500,4000,4500,272,9c85ae698bc8291f2ff0f7879d356b7bade485b1bd5674d0555479f82e372b2b,22,22,eligible,True,132.0,57590006ac2b0284e012060803cc27bf54fe0b60bae410b1e63e2808098a0621,3fe041977c09edab7c41d29c60d4effb98c1f70103c3662c69da71b6c18c6ffc,5.358936726988759,29.6459259520052
monkeyT_session-y070426006-13_lfp-8,T,y070426006-13,2007-04-26,8,277,277,4500,4500,4000,4500,278,eea13018f425e8b77ef393789b3dffa741e90bf49a12dfaef0b3651fd6c42e69,22,22,eligible,True,132.0,2d6e05c44fff69b91e19854007e0936e7be009c05bd8fb58afa6114193169b84,2dd4d03fc5991de6f4ce8ed4d11dab1265c8f4739cb457c544a8262b29562fe1,6.6716963069629855,29.422298852005042
monkeyT_session-y070502002-7_lfp-6,T,y070502002-7,2007-05-02,6,284,284,4500,4500,4000,4500,283,a974e833288bf116829b2ddb178417c5935a976a02e7d14584375f64648aca6d,22,23,eligible,True,132.0,58297aa09836a435b4280662df2ef62661dd67f9861e6da5146d27c0b3f34abc,1cfb62aae1a1fa2d28334e7c73e5f3264e395bcc1412bf8bedddb41cca47739a,3.102787484007422,28.74921900004847
monkeyT_session-y070502002-7_lfp-7,T,y070502002-7,2007-05-02,7,284,284,4500,4500,4000,4500,284,01a394ef76d99c7bcd5cd1cc462faa1de28fc4643de5fce5be08d272bd445d0c,22,23,eligible,True,132.0,0eafb2bf96980ae9d368128ac6486ae79c0d42bdf0b54688968061a572ab9698,73b9912831b71260679b7c5c08b6c72d8ee474926f8b78288c892bce0484212e,3.009912503999658,28.617399459006265
monkeyT_session-y070502008-15_lfp-5,T,y070502008-15,2007-05-02,5,266,266,4500,4500,4000,4500,291,074cad33dc3ee69678c93582385ff8e44d59545ef8db6e686ea191b67f62d9e3,22,22,eligible,True,132.0,45e3d3b4302c4bbe45221cf7d92a612184aa6efbef7869d47166bf1e7e18b7cb,55f1fefa02ab50641ddda62375cd406b374908ebc779343ae655503363ba5ac6,4.876037348993123,27.907778096036054
monkeyT_session-y070502008-15_lfp-6,T,y070502008-15,2007-05-02,6,266,266,4500,4500,4000,4500,289,7ee5500f5862c3805976aa1e0da7e86fbcafdc7001e8006e60a51fe0fdddd3d0,22,22,eligible,True,132.0,0788afa3937742fd6a6bd6fa8f9f9250799b2d2445cefbe084ea2e2d28b96db2,ce676a311fee686fa1d02505fc7f65eed0c7e600cc9cc677b97cf6946d5b76e2,2.5114591130404733,28.229068345972337
monkeyT_session-y070502008-15_lfp-7,T,y070502008-15,2007-05-02,7,266,266,4500,4500,4000,4500,295,e183bd9a914b031e1e21f9b7111d3f41d4bc463996a1682e99853cc4e5a7b1f3,22,22,eligible,True,132.0,3328f29ab1eba48d2245dda86f7841d28484db381a429b198cba43aa0bc2a951,16017731a19ee268eb068b7626c5db44c85d3b27780411745fe5ebe75e033aef,3.6013854720513336,28.08024671196472
monkeyT_session-y070502008-15_lfp-8,T,y070502008-15,2007-05-02,8,266,266,4500,4500,4000,4500,294,ac6d199ab4b6f25cdc1eb0acf2bc683ca9f95a61c25960a55341a265c490e6aa,22,22,eligible,True,132.0,49f61e3f9d71e4975cf17aa8e8f57753b78134bbab4bf130c40c7ba5c0a4ad8f,b542024ba7014392f4b300f708e7d075f19aefd8157c98c21ac4040742158adf,3.1201288460288197,27.44486084196251
monkeyT_session-y070503001-7_lfp-5,T,y070503001-7,2007-05-03,5,307,307,4500,4500,4000,4500,299,de33e71711e884e085bea753ccee013e795637823da138fc1354b26d4176fc03,25,25,eligible,True,150.0,2ce021700056c598c60f24c837c8dedb27a3d973a02a85450450ff5b9a95030f,62d5014991b0bd191740cdacf07ecb183a582d7945ddda55ed0b2e28dc39bb1c,3.7639886180404574,26.262566176999826
monkeyT_session-y070503001-7_lfp-6,T,y070503001-7,2007-05-03,6,307,307,4500,4500,4000,4500,297,ca25b1940d0ae78807c15ce6d5ed0ca7c4dd0479c6d1e38f211e37c21928733a,25,25,eligible,True,150.0,9a41e68ce44d4c5b1600596723d9eb050eaf0c3cbf300748709d033b3875b7c3,4cc4d391f64054e662af2d1c74a37fd0695aa90c8a94fb86ef3ea6339efdbe92,4.194277586997487,26.064544018998276
monkeyT_session-y070503011-16_lfp-5,T,y070503011-16,2007-05-03,5,261,261,4500,4500,4000,4500,311,6e68dadcc9ea3d1c3c48d421dae3ede4c046ba81357765e5ffc92e2437520f9d,21,20,eligible,True,126.0,284343735b6d491554efd2cfa72e9d3862c7bee4dd07b0e772600c8f6fd1fb99,55e1f331b8ecb82bcbf3305ea6eca5020d9bf150bffc5ddcc7b5c74a7f66f89a,3.4896457050344907,26.11956563597778
monkeyT_session-y070503011-16_lfp-6,T,y070503011-16,2007-05-03,6,261,261,4500,4500,4000,4500,304,4bfbedbdc2e4bee60c519c75a0ed3ed0581f014c3cada4c3e536bdc980640624,21,20,eligible,True,126.0,bd7035401d92318d328fdd3f05d5ce101a68868fda4c1869854a37de90332e02,b35651cacc69ea3465adbfe1822c04cede438977f3b0fe1c75f73c34862c1f9c,4.29107534699142,25.20666825096123
monkeyT_session-y070503011-16_lfp-8,T,y070503011-16,2007-05-03,8,260,260,4500,4500,4000,4500,306,7027a7b1341c469c5bf8c363c7f280eec126cefcdb657a8d3cba58dca6bc3d17,21,20,eligible,True,126.0,1aa396b8760e9ca7cfca74c373d4b744ed0338feecca15e8edb2b09b6690661e,61ea1653c9b2082b50e0d3b23891ba6f1d26fba50dadf0e762a70c47de255303,2.433410894998815,24.84419060702203
