permutation_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
223,0.13242301992301994,0.11063266498679487,0.13344458011124677,0.16250510681091443,0.15645753491652414
224,0.14073892552875683,0.1759883949959855,0.18681639307425882,0.17436215436215438,0.14749596846390195
225,0.13638836569516047,0.1141434166496304,0.137794147301994,0.11688651968681446,0.14399157617661235
226,0.1274971177799369,0.16340754017232473,0.14092182327476446,0.15674083205975378,0.15480947480234722
227,0.1276257189894413,0.1757265726150705,0.1753882430645092,0.1633930239804837,0.1178729153148545
228,0.1716474973827915,0.12214580414006526,0.18285402058700362,0.1723492863758925,0.12124123004078247
229,0.14535700705913474,0.12229194743609828,0.18703004509347296,0.11223307805586287,0.19416203573516877
230,0.13231224400329236,0.12630525463560827,0.13144190616556128,0.1241504921673298,0.14258897165648013
231,0.13501387187827865,0.12817194996736506,0.17427340166835967,0.15033102094654283,0.11827185526303169
232,0.13117272160152135,0.15365141394553158,0.11089745579034045,0.16496474983527412,0.1595975824683896
233,0.13927004570074764,0.15787673080095946,0.1306783028373755,0.18316100349962294,0.21907022374830767
234,0.1264201847535181,0.13542231657792506,0.15819585637001365,0.13696611841526726,0.16470862569975844
235,0.14434381569931443,0.1294791519159568,0.1982418603108258,0.1582062196522072,0.10469326070349087
236,0.14581945140076538,0.13957376269634003,0.15161980447108933,0.1647259357729465,0.15297691104754893
237,0.1085246148885954,0.15266481855181177,0.10012065788463305,0.11574698440318786,0.16135822669126768
238,0.14565273022789363,0.13013551227055875,0.1098434870730907,0.17107449018865886,0.13531856044670196
239,0.12795315004835245,0.14369715932215935,0.16700541402784697,0.17378349219898515,0.1518110715889669
240,0.11821478772806994,0.13969166024449584,0.16704647356646052,0.12083249734458375,0.2407695442566852
241,0.13248962240417841,0.10981557823812353,0.11705004303688514,0.1523230204962785,0.1893099618361723
242,0.19475210750746286,0.12460926814690974,0.13918272087389735,0.22372484469615786,0.14144318595668365
243,0.13905148772422748,0.1803222940481273,0.1651240647900207,0.1109755786112022,0.15025730189664618
244,0.1441216766224593,0.17109112864070686,0.15108556070788495,0.16947289327609283,0.18633090611105396
245,0.13829775330941813,0.13942473648356002,0.19115527268592133,0.12459645828652677,0.19606610662351076
246,0.14141948599530635,0.15094530045473817,0.14493052833676126,0.16892224164232764,0.15562125864329693
247,0.14293499371563276,0.12407891366238143,0.12333378655567107,0.18233920947194257,0.20348014291844915
248,0.12318474764021368,0.17031826369405875,0.1301252773542936,0.18301101072840206,0.17036221395092363
249,0.15573478234957258,0.1324852655548858,0.19535641212329788,0.16928298397206185,0.14228910094337058
250,0.13255507181944462,0.17276335902079223,0.1631614545537448,0.158166748081739,0.09566843074413368
251,0.1219100947361817,0.15986173046758514,0.10213447630278732,0.1125190480755623,0.1464292916955363
252,0.1394605052235517,0.13133271916311598,0.12969754500949343,0.16686893808478506,0.15387931201671498
253,0.13171405992807791,0.14841939725102077,0.12785538300304503,0.15891576013720823,0.19421797958949663
254,0.1575964741651467,0.15317335502055732,0.17091840266556757,0.19642782307948026,0.1466324851961006
255,0.10778137116439064,0.14282523293393076,0.14824610982214434,0.18411296265515667,0.15571359030550488
256,0.11293738940797765,0.15668227528493112,0.15314673075867105,0.17582691301056,0.1505268899448484
257,0.13581626269680472,0.18000230379169205,0.16525163058329517,0.15941709229380463,0.14773954474104398
