resample_index,peak_power,peak_frequency,power_frequency,all_bands,geometry
281,0.1456333643895203,0.1425005306202208,0.19421368249237103,0.23189678319385035,0.24694718376193833
282,0.14509081168348648,0.2366795919553392,0.16038087424402464,0.19262567774364506,0.2446770714376348
283,0.19365255671396675,0.1597208508370033,0.19226374002067637,0.27304237808705417,0.19427049433437682
284,0.14411662496524882,0.17281769508213277,0.20023491666170012,0.2554780352986854,0.24192041798653208
285,0.15013031299476312,0.15903681747527473,0.16916520537754398,0.2536679205873646,0.16925757723919674
286,0.16622979878590485,0.20964039510655028,0.2155667612811838,0.2713848477374757,0.25455941979953545
287,0.1707112332112332,0.13955030177940395,0.13371069173241604,0.2159008124783105,0.2720969258081527
288,0.16362716037047215,0.11691596910638245,0.15202686202686205,0.2416697508508192,0.18515922156797357
289,0.1459304758052997,0.16904236694677868,0.18720107508771552,0.22780226036811768,0.1965268081975983
290,0.1691349998844278,0.18112469696847,0.18857452509509257,0.25519316015100674,0.18423977716173723
291,0.13822562379805536,0.19354658853205364,0.18619301734830665,0.24245235239695895,0.21693461636253397
