recording,day,difference,monkey,enhanced,baseline
monkeyM_session-o080910006-11_lfp-5,2008-09-10,-0.073972571086044,M,torus_all_bands,all_bands
monkeyM_session-o080910006-11_lfp-7,2008-09-10,-0.0146365680256728,M,torus_all_bands,all_bands
monkeyM_session-o080911001-5_lfp-5,2008-09-11,-0.0083617876993029,M,torus_all_bands,all_bands
monkeyM_session-o080911001-5_lfp-6,2008-09-11,-0.032766202302831,M,torus_all_bands,all_bands
monkeyM_session-o080911006-11_lfp-5,2008-09-11,-0.0337638155434316,M,torus_all_bands,all_bands
monkeyM_session-o080911006-11_lfp-6,2008-09-11,-0.0097679483009368,M,torus_all_bands,all_bands
monkeyM_session-o080917001-8_lfp-5,2008-09-17,0.0461059254441607,M,torus_all_bands,all_bands
monkeyM_session-o080917001-8_lfp-6,2008-09-17,0.0069283721875352,M,torus_all_bands,all_bands
monkeyM_session-o080918001-5_lfp-5,2008-09-18,-0.0416161807541118,M,torus_all_bands,all_bands
monkeyM_session-o080918001-5_lfp-6,2008-09-18,0.0232410477424587,M,torus_all_bands,all_bands
monkeyM_session-o080918006-11_lfp-5,2008-09-18,-0.0218500513260008,M,torus_all_bands,all_bands
monkeyM_session-o080919001-6_lfp-5,2008-09-19,0.0501856394371494,M,torus_all_bands,all_bands
monkeyM_session-o080919001-6_lfp-7,2008-09-19,0.0615869667559046,M,torus_all_bands,all_bands
monkeyM_session-o080919007-12_lfp-5,2008-09-19,0.0529994736252323,M,torus_all_bands,all_bands
monkeyM_session-o080919007-12_lfp-7,2008-09-19,-0.0243899898353034,M,torus_all_bands,all_bands
monkeyM_session-o080925002-6_lfp-6,2008-09-25,-0.0241014025918003,M,torus_all_bands,all_bands
monkeyM_session-o080925002-6_lfp-7,2008-09-25,0.0338006524092916,M,torus_all_bands,all_bands
monkeyM_session-o080925007-12_lfp-6,2008-09-25,0.0201082761188733,M,torus_all_bands,all_bands
monkeyM_session-o080925007-12_lfp-7,2008-09-25,-0.0313900215884219,M,torus_all_bands,all_bands
monkeyM_session-o080926001-6_lfp-5,2008-09-26,-0.0654551116071903,M,torus_all_bands,all_bands
monkeyM_session-o080926007-11_lfp-5,2008-09-26,-0.0379975009650472,M,torus_all_bands,all_bands
monkeyM_session-o080926007-11_lfp-6,2008-09-26,0.0260523180933963,M,torus_all_bands,all_bands
monkeyM_session-o080930001-5_lfp-1,2008-09-30,-0.0585587271345785,M,torus_all_bands,all_bands
monkeyM_session-o081001001-12_lfp-1,2008-10-01,-0.0306848820101214,M,torus_all_bands,all_bands
monkeyM_session-o081001001-12_lfp-3,2008-10-01,0.0160372365843342,M,torus_all_bands,all_bands
monkeyM_session-o081001013-26_lfp-1,2008-10-01,-0.0207578823955799,M,torus_all_bands,all_bands
monkeyM_session-o081001013-26_lfp-3,2008-10-01,-0.011439242549971,M,torus_all_bands,all_bands
monkeyM_session-o081002010-22_lfp-2,2008-10-02,-0.03555812268713,M,torus_all_bands,all_bands
monkeyM_session-o081003003-14_lfp-1,2008-10-03,-0.031436884088437,M,torus_all_bands,all_bands
monkeyM_session-o081003003-14_lfp-2,2008-10-03,-0.0312582828830457,M,torus_all_bands,all_bands
monkeyM_session-o081003015-26_lfp-1,2008-10-03,-0.0328260956703128,M,torus_all_bands,all_bands
monkeyM_session-o081003015-26_lfp-2,2008-10-03,-0.0089491712875499,M,torus_all_bands,all_bands
monkeyM_session-o081008001-15_lfp-1,2008-10-08,0.0373296848955469,M,torus_all_bands,all_bands
monkeyM_session-o081008001-15_lfp-2,2008-10-08,0.0266528557243731,M,torus_all_bands,all_bands
monkeyM_session-o081028001-12_lfp-4,2008-10-28,0.1193499369657894,M,torus_all_bands,all_bands
monkeyM_session-o081031013-23_lfp-1,2008-10-31,-0.0134616605434311,M,torus_all_bands,all_bands
monkeyM_session-o081031013-23_lfp-3,2008-10-31,0.0500370207181604,M,torus_all_bands,all_bands
monkeyM_session-o081107007-13_lfp-1,2008-11-07,0.0362127956631862,M,torus_all_bands,all_bands
monkeyM_session-o081107007-13_lfp-2,2008-11-07,0.0314403636984281,M,torus_all_bands,all_bands
monkeyM_session-o081113002-9_lfp-1,2008-11-13,-0.0360509598506328,M,torus_all_bands,all_bands
monkeyM_session-o081113002-9_lfp-2,2008-11-13,0.0053573119477009,M,torus_all_bands,all_bands
monkeyM_session-o081127010-14_lfp-1,2008-11-27,-0.0844398584530163,M,torus_all_bands,all_bands
monkeyM_session-o081202001-7_lfp-2,2008-12-02,-0.0197574111212683,M,torus_all_bands,all_bands
monkeyM_session-o081202001-7_lfp-4,2008-12-02,-0.010485015686974,M,torus_all_bands,all_bands
