recording,outer_fold,family,horizon_ms,trial_index,status,mse,nmse,r2,pearson,nmse_persistence,r2_persistence,pearson_persistence,nmse_improvement,persistence_skill,monkey,day,raw_trial_index,original_trial_number
monkeyM_session-o080506002-22_lfp-1,0,ar,1,158,ok,3.6310255231483936e-11,7.184829785282871e-11,0.9999999999281516,0.9999999999641088,0.03147269142521,0.96852730857479,0.9842591028455032,0.0314726913533617,0.9999999977171226,M,2008-05-06,173,137
monkeyM_session-o080506002-22_lfp-1,0,ar,1,180,ok,2.999535599213042e-11,6.238050441644102e-11,0.9999999999376196,0.9999999999688712,0.03444058056446,0.96555941943554,0.9828018558350738,0.0344405805020795,0.99999999818875,M,2008-05-06,181,498
monkeyM_session-o080506002-22_lfp-1,0,ar,1,184,ok,4.550472951068619e-11,6.233272388372985e-11,0.9999999999376672,0.999999999969456,0.0326056234798795,0.9673943765201204,0.983731941900528,0.0326056234175467,0.999999998088283,M,2008-05-06,184,472
monkeyM_session-o080506002-22_lfp-1,0,ar,1,187,ok,5.055338841053476e-11,6.136859418022489e-11,0.9999999999386314,0.9999999999693184,0.0257188684940717,0.9742811315059284,0.9871350804009604,0.0257188684327031,0.9999999976138688,M,2008-05-06,205,279
monkeyM_session-o080506002-22_lfp-1,0,ar,1,191,ok,2.8573077430363167e-11,8.234010773255459e-11,0.99999999991766,0.9999999999591596,0.0374988065662626,0.9625011934337372,0.9815610414243778,0.0374988064839225,0.999999997804194,M,2008-05-06,189,740
monkeyM_session-o080506002-22_lfp-1,0,ar,1,192,ok,5.328607527298141e-11,5.0997625711695236e-11,0.9999999999490023,0.9999999999745453,0.0214883992555269,0.9785116007444732,0.9892358781581818,0.0214883992045293,0.9999999976267367,M,2008-05-06,200,250
monkeyM_session-o080506002-22_lfp-1,0,ar,1,196,ok,2.351519474729172e-11,7.033826678801477e-11,0.9999999999296616,0.9999999999651038,0.0217159067114268,0.9782840932885732,0.9891273600705364,0.0217159066410886,0.9999999967609796,M,2008-05-06,177,145
monkeyM_session-o080506002-22_lfp-1,0,ar,1,197,ok,1.9429233989791407e-11,4.6640206532597895e-11,0.9999999999533598,0.9999999999767528,0.0276944474674999,0.9723055525325,0.9861136869851332,0.0276944474208597,0.9999999983159004,M,2008-05-06,182,666
monkeyM_session-o080506002-22_lfp-1,0,ar,10,7,ok,0.0040935126245097,0.0071770271103344,0.9928229728896656,0.9966510381134536,2.5130325313578328,-1.5130325313578328,-0.2605462229393544,2.5058555042474984,0.997144077117674,M,2008-05-06,17,74
monkeyM_session-o080506002-22_lfp-1,0,ar,10,11,ok,0.0030432564315543,0.0032363530725326,0.9967636469274672,0.9984044549796256,2.153569137929612,-1.1535691379296122,-0.0674505180815672,2.1503327848570795,0.9984972142219478,M,2008-05-06,5,99
monkeyM_session-o080506002-22_lfp-1,0,ar,10,12,ok,0.0035342814140602,0.0044672342843487,0.9955327657156512,0.997768072438657,1.9180835687639568,-0.9180835687639576,0.0351036040665616,1.9136163344796089,0.9976709907967004,M,2008-05-06,1,224
monkeyM_session-o080506002-22_lfp-1,0,ar,10,14,ok,0.0041569385263295,0.0033166103519371,0.9966833896480628,0.998364594514544,2.1554869339460287,-1.1554869339460287,-0.0783236658275146,2.1521703235940914,0.9984613173479714,M,2008-05-06,23,386
monkeyM_session-o080506002-22_lfp-1,0,ar,10,19,ok,0.0054931069723683,0.0067725714878344,0.9932274285121656,0.9966112189681344,1.3167992044429364,-0.3167992044429364,0.3563364341850935,1.310026632955102,0.9948567925428696,M,2008-05-06,12,659
