original_trial_number,window_index,stage,stage_name,R1,R2,band_half_width
701,748,4,pre_GO,4.40531289225483,1.5060445830468596,1.258305828114038
701,749,5,post_GO,3.614303740320151,0.8965017801109406,0.8601356736120613
704,750,0,pre_TC,4.270784407982328,1.4804392597027871,1.1905288475399336
704,751,1,post_TC,3.505695154721754,1.1195097688587623,0.8081497173246839
704,752,2,pre_SC,3.7960828735430914,1.4690958276340915,1.0446586250086296
704,753,3,post_SC,3.8972572927376095,1.3672955131506357,1.003627926996522
704,754,4,pre_GO,2.905160652898159,0.8618785624516536,0.7391266606972797
592,756,0,pre_TC,4.800369674769761,0.9920679467138754,1.0619322714923614
592,757,1,post_TC,3.099444819091376,1.142176015253112,0.7530693709023766
592,758,2,pre_SC,3.589042087781157,1.034954647835777,0.9780868982974804
592,759,3,post_SC,3.957780527257872,1.158500383182851,1.1254512545931907
592,760,4,pre_GO,5.745751727759866,1.2191125030096683,1.51597555132866
592,761,5,post_GO,3.0787089698251062,0.923175517688044,0.7645585283390954
440,762,0,pre_TC,3.702183297986792,1.476699600483233,1.0613390621066532
440,763,1,post_TC,4.4100746696438815,1.5206912456273445,1.2896595201511585
440,764,2,pre_SC,3.626953064942595,1.251843919595679,0.968664916488286
440,765,3,post_SC,3.132198697839397,1.1707915473253518,0.8783948575550968
440,766,4,pre_GO,2.850818606002194,1.0239385358264848,0.7376272896260152
440,767,5,post_GO,3.730865348601884,0.8629271183295304,0.9400177679219012
388,768,0,pre_TC,3.840406711548755,1.3765881598095742,0.987432188730442
388,769,1,post_TC,3.3933550058055832,1.186430934304506,0.8472669928601808
388,770,2,pre_SC,4.489775696614582,1.2536818217575298,1.1528705304441986
388,771,3,post_SC,4.721917284482816,1.1599734405544664,1.159939605482909
388,772,4,pre_GO,3.672118502341781,1.226775940357763,0.9519056829134542
388,773,5,post_GO,5.561715524830788,1.4492974916616388,1.4513036237999524
121,774,0,pre_TC,5.065876444696725,1.540076608333672,1.4872769535867083
121,775,1,post_TC,4.26397784422282,1.2694266141029822,1.08911793198726
121,776,2,pre_SC,5.530761839451516,1.5934828008466302,1.614792807960207
121,777,3,post_SC,3.398511694471042,1.028220029073149,0.7935201062493258
121,778,4,pre_GO,3.610879480119673,1.3626286589985666,1.0616446202707404
121,779,5,post_GO,4.81792005669088,1.1597629707939907,1.304688368137539
291,780,0,pre_TC,4.324729888480283,1.7555174628149433,1.308287530739365
291,781,1,post_TC,6.659962526098581,1.804597935361028,1.8490715076970008
291,782,2,pre_SC,4.725330014884298,1.2093850045963084,1.1822750713209031
291,783,3,post_SC,3.776207569410755,1.0673332426104554,0.9849731746961088
291,784,4,pre_GO,4.049369513000007,1.1441479748656045,1.0340879811488697
291,785,5,post_GO,3.1460978983741588,1.0334753256970586,0.7733083681199204
573,786,0,pre_TC,3.539920888979235,0.9111753963422276,0.8359277654837991
573,787,1,post_TC,3.475064241742237,1.189423903884396,0.8804184179811493
573,788,2,pre_SC,4.222734858153381,1.1780176841283805,1.1420409721065403
573,789,3,post_SC,4.294838875424327,1.042413276791712,1.1251348031465618
573,790,4,pre_GO,3.086081144750044,0.8511392305548027,0.6978537611456089
573,791,5,post_GO,3.4187458210494173,0.849125850242393,0.7715522649860633
705,792,0,pre_TC,2.9719253416622085,1.1377771345378287,0.8271476694047627
705,793,1,post_TC,4.14716056157,1.6302014542557406,1.2061429485479678
705,794,2,pre_SC,3.4919185888478848,1.2147509892421773,0.8407201266714317
705,795,3,post_SC,4.319336010437378,1.045768218582341,1.0922769874009286
705,796,4,pre_GO,4.645157527589398,1.6500543901809437,1.3385644611434306
705,797,5,post_GO,3.0895811379217,0.8744734834165653,0.766614515556782
45,798,0,pre_TC,3.732930693006674,1.5645091478820663,1.1226350846016178
45,799,1,post_TC,3.3134881018754627,1.1957985628664551,0.8973800139502526
45,800,2,pre_SC,2.4558374283225803,0.7390764661469764,0.5590595821766484
45,801,3,post_SC,3.197646693071409,0.9907403895967576,0.784921186259019
45,802,4,pre_GO,2.787227771633326,1.140389203402062,0.8396482061659684
45,803,5,post_GO,2.9398799788729097,0.7140627679506955,0.6601603373165431
410,804,0,pre_TC,4.256163275127121,1.5051801442484052,1.2016573524805263
410,805,1,post_TC,3.579697970207105,1.2057916155062238,0.8271322526517337
410,806,2,pre_SC,4.566511549312317,1.637801086045643,1.2713085171055956
410,807,3,post_SC,3.390663545057837,0.9092900748750532,0.820961853166958
410,808,4,pre_GO,2.6651923197352625,0.92176407435488,0.6782158358131064
410,809,5,post_GO,3.2353335665072613,0.821927003963441,0.7468148819742478
142,810,0,pre_TC,4.779769084160423,1.0402913083825591,1.2265702130013731
142,811,1,post_TC,3.3671023441866184,1.2098707608570909,0.9192353000937458
142,812,2,pre_SC,3.620572893037152,1.1447201288539028,0.9121493003613852
142,813,3,post_SC,4.2244947003627225,0.986335637608606,1.133798288732052
142,814,4,pre_GO,3.734933820318003,1.266789663134999,0.8819574870473181
142,815,5,post_GO,2.8168494587824005,0.708129718698867,0.6406875429879049
706,816,0,pre_TC,3.517991512784424,0.8201502829266427,0.8830046988045965
706,817,1,post_TC,4.350072138461567,1.6274314286303573,1.2824537462275196
706,818,2,pre_SC,2.644819677607705,0.9442665029506568,0.6062049292917573
706,819,3,post_SC,5.2460845029283,1.3184217295452634,1.3303700817456965
706,820,4,pre_GO,3.148658727468132,1.16409286765568,0.9328304982782292
706,821,5,post_GO,2.8025726836455616,0.7479809000751095,0.6651890171126947
328,822,0,pre_TC,4.243142354384516,1.340028436570886,1.1100788509842232
328,823,1,post_TC,3.979161973062861,1.3962883837579645,1.0866877681340004
328,824,2,pre_SC,2.969864581163284,1.1814595080490804,0.7938715872292472
328,825,3,post_SC,3.1175990958079973,1.0810755977499291,0.7931126853684289
328,826,4,pre_GO,4.100636961382293,1.5834061591134876,1.1370774824664756
328,827,5,post_GO,6.019047753415853,1.0969630681771636,1.5137879169176771
143,828,0,pre_TC,2.920292049440273,1.115638172395108,0.8197360844668593
143,829,1,post_TC,5.853916687257956,1.2200943110173366,1.1254055474523927
143,830,2,pre_SC,3.4567998548989887,1.001429935230791,0.9333846800070986
143,831,3,post_SC,2.8488238798480188,1.3168290222308594,0.7881864118969465
143,832,4,pre_GO,4.267573633298435,1.140568461090402,1.1226021122483585
143,833,5,post_GO,2.935333658163076,0.8020975190711551,0.7041104290658678
44,834,0,pre_TC,4.200071600950866,1.4151203511610362,1.1784572990155595
44,835,1,post_TC,5.379314878407254,1.4752458652737237,1.3827111941131784
44,836,2,pre_SC,2.233464736143218,0.8301229834101808,0.5111505649423506
44,837,3,post_SC,3.3215930746542663,0.8807451729912158,0.8474419656960028
44,838,4,pre_GO,4.363042690510396,1.3314962296030242,1.2364704180206711
44,839,5,post_GO,3.2884230795412908,1.0225573542005515,0.8839733003652869
164,840,0,pre_TC,3.353151491796375,1.2680283988280596,0.962619816829237
164,841,1,post_TC,3.27973393243639,1.010727129859425,0.7844630015877525
164,842,2,pre_SC,4.839767199706516,1.5759816300532647,1.3056949969334837
164,843,3,post_SC,4.789209990246165,1.2693045228393582,1.2717280910870663
164,844,4,pre_GO,3.4102952569831766,1.1714799671476008,0.8202228824514733
164,845,5,post_GO,3.0225392185483964,0.9953476331029556,0.7923839942340205
560,846,0,pre_TC,3.309686685258846,1.2117752156972124,0.9215095082285816
560,847,1,post_TC,3.75651081356368,1.3219857715534766,1.0991722093868
560,848,2,pre_SC,3.477895540028581,1.2742556914229284,0.871133296851452
560,849,3,post_SC,4.860154879937085,1.4226954762981228,1.3788776587820777
560,850,4,pre_GO,5.839386719813339,1.3522802009528982,1.552857622717571
560,851,5,post_GO,3.438629988621914,0.8659047914642461,0.9249370730353468
194,852,0,pre_TC,3.954960456588864,1.30947455887519,1.1337115558326778
194,853,1,post_TC,3.024988723889765,1.1055852814933145,0.7287881858447909
194,854,2,pre_SC,4.485740170292894,1.5830020854851603,1.2689490491175692
194,855,3,post_SC,3.05748590229626,1.0625178695141324,0.8131998885302485
194,856,4,pre_GO,4.3931100555352085,1.120409922253962,1.1172951563187588
194,857,5,post_GO,2.054809551075784,0.6031890630707769,0.4340035542505961
243,858,0,pre_TC,4.1983897148457725,1.043282332257456,1.1202644296655415
243,859,1,post_TC,3.83081367524489,1.6924872743581485,1.175320343383213
243,860,2,pre_SC,3.714959392686795,1.2205769609484811,0.9443988000716756
243,861,3,post_SC,5.608936584461562,1.5116208689735438,1.3913629517048935
243,862,4,pre_GO,2.977411546358505,0.9947774886929176,0.7954975580718703
243,863,5,post_GO,3.5062251266862297,1.097708867539687,0.9087070164091624
403,864,0,pre_TC,5.441875187614749,1.48297710836203,1.5513290169768004
403,865,1,post_TC,2.9677534684673765,1.1228428396827683,0.7957560051774383
403,866,2,pre_SC,4.622890932857626,1.5811710900373586,1.3166449338392583
403,867,3,post_SC,4.757430609467406,1.564236472274839,1.4176150304334936
403,868,4,pre_GO,3.7497945924447262,0.9344320487641872,0.8157062417085101
403,869,5,post_GO,3.798645949277677,0.8951833144776438,0.9435385061513348
568,870,0,pre_TC,3.594346775779376,1.577214767874742,1.124350620321083
568,871,1,post_TC,4.208522744546558,1.3017149430869923,1.0352851873801492
568,872,2,pre_SC,5.562471501646813,1.4522874134271897,1.5466423879594915
568,873,3,post_SC,3.215786135442308,0.984140531771378,0.852930762524856
568,874,4,pre_GO,4.537970344305281,1.5341138122474374,1.2135419208366245
568,875,5,post_GO,2.607532565316256,0.7778383724727972,0.7239549892112184
581,876,0,pre_TC,4.382244864411659,1.4394751243604078,1.0706975011149986
581,877,1,post_TC,3.6567114075571423,1.0385034713702914,0.905156530043609
581,878,2,pre_SC,3.322783910392056,1.1408465381773227,0.8480960143674243
581,879,3,post_SC,5.08773903314227,1.035467201711611,1.2989886248019489
581,880,4,pre_GO,4.030604828913313,1.424649846977584,1.0341808840799205
581,881,5,post_GO,2.7270905619290704,1.0274295526310588,0.6754527898290973
63,882,0,pre_TC,3.3095541132073687,0.996125507335758,0.868952751531384
63,883,1,post_TC,3.956385884751879,1.1325397430904791,0.988374496924711
63,884,2,pre_SC,3.340543039281505,1.247612198239828,0.9783659859879298
63,885,3,post_SC,4.6966403710159055,0.966790380350505,1.1233388757919789
63,886,4,pre_GO,5.515552900715539,1.293736148991095,1.500411714425772
63,887,5,post_GO,4.0915259368911245,1.1898512309724472,1.1511489715378738
294,888,0,pre_TC,3.259593671385631,1.087976565996868,0.910036820018671
294,889,1,post_TC,3.891244606465397,1.579529173528814,1.1485853657154133
294,890,2,pre_SC,3.707226276561377,1.3280770114665374,1.0102829344549316
294,891,3,post_SC,5.488849228877975,1.4795631402818847,1.5783617772699396
294,892,4,pre_GO,2.910009490231382,0.9713844856218504,0.7558973829992739
294,893,5,post_GO,4.250892929709539,0.9782401228244167,1.0609255722026028
367,894,0,pre_TC,4.084216968634927,1.3661836132519976,1.2297671633551877
367,895,1,post_TC,2.6170983578657645,1.0273593312483802,0.6795636127359196
367,896,2,pre_SC,4.292226304884901,1.6359665527011062,1.2984266756397698
367,897,3,post_SC,4.024409000684032,1.0542030478397428,1.0329931809316468
367,898,4,pre_GO,3.34950958640731,1.105441585698415,0.881222402993236
367,899,5,post_GO,3.851318501778198,0.777098321727227,0.8997117429211428
436,900,0,pre_TC,2.704840606804044,1.0155674998194464,0.6069884897994478
436,901,1,post_TC,3.6862543425069623,1.512040173860506,1.065927407915329
436,902,2,pre_SC,4.213975230233465,1.0455124208183606,1.1030400893464063
436,903,3,post_SC,4.825612776533088,1.4533839111776334,1.31661872865444
436,904,4,pre_GO,4.173329630845827,1.129937190604524,0.929318054301864
436,905,5,post_GO,4.800093815547551,1.1288159133691462,1.178881073893363
241,906,0,pre_TC,4.146966051175243,1.04587762917288,0.9150379948451286
241,907,1,post_TC,4.562099313272662,1.227147251238196,1.2020667522439723
241,908,2,pre_SC,2.950838211095492,1.202638978161274,0.7857331809515147
241,909,3,post_SC,2.993587868312144,1.19638359576928,0.8443017840871957
241,910,4,pre_GO,4.790586335487184,1.4918811467695032,1.2652586616801331
241,911,5,post_GO,5.381878033227966,0.9031676546535276,1.3241206148503442
457,912,0,pre_TC,3.3365058086152666,1.231626623078241,0.9263026823048596
457,913,1,post_TC,3.031497530563826,1.3282813788942778,0.945417408500314
457,914,2,pre_SC,5.316868114226908,1.4370620260410505,1.380087158727537
457,915,3,post_SC,3.852919120055004,1.2334204333304877,1.029774683972874
457,916,4,pre_GO,3.3985346299203965,1.157264541418794,0.953973982218766
457,917,5,post_GO,3.3977176413536925,0.8362000147830945,0.8383865670169997
36,918,0,pre_TC,5.562286085551556,1.7720928237721345,1.378562831438028
36,919,1,post_TC,4.225549894084335,1.6174757497688168,1.2190727641318786
36,920,2,pre_SC,3.630036058887327,0.9203682271663484,0.7808117753999432
36,921,3,post_SC,6.5211825847491465,1.2773257176062736,1.727412483589645
36,922,4,pre_GO,3.4663761648320746,1.1714407239335003,0.8786084481699994
36,923,5,post_GO,2.533969753066799,0.7514784243991867,0.5955213856911635
485,924,0,pre_TC,3.844585143952479,1.3344411975673944,1.0673510675248352
485,925,1,post_TC,3.3670353584935158,1.1287293380798438,0.8405042634367256
485,926,2,pre_SC,3.426081898493078,1.1475134763026815,0.9467587534673808
485,927,3,post_SC,2.875265408991268,0.9318692775575778,0.721646034386664
485,928,4,pre_GO,3.223442657640963,1.0210774727770668,0.8694642145668925
485,929,5,post_GO,5.955408978626335,1.3526070904683023,1.429849486908877
700,930,0,pre_TC,4.185730861344593,1.0697420262173574,1.06663036498797
700,931,1,post_TC,6.3930721051378,1.5734929421125765,1.670545383237314
700,932,2,pre_SC,3.9024334380937926,1.024445059791816,1.0521731438763453
700,933,3,post_SC,4.855827681163665,1.3772075230530036,1.379287980637019
700,934,4,pre_GO,4.951570132683359,1.134617059936979,1.2271202247378163
700,935,5,post_GO,3.34802828367518,0.957694603092884,0.9001756721559475
6,936,0,pre_TC,3.6429146510302894,1.5798423164000654,1.1037831168746557
6,937,1,post_TC,3.885381143571486,1.3431799688457424,0.9910865507855564
6,938,2,pre_SC,5.362475822727101,1.4406251794014822,1.5200387883243125
6,939,3,post_SC,5.331895462670248,1.6591824473987298,1.575950612415579
6,940,4,pre_GO,3.948522766342797,1.1630410055717582,1.101397628873061
6,941,5,post_GO,3.0400219029502007,0.980445285060435,0.7746682636785971
157,942,0,pre_TC,4.336792948070126,1.3552554038939135,1.1998695542239133
157,943,1,post_TC,4.300347569172613,1.0894492247716312,1.0824847326851434
157,944,2,pre_SC,3.386312603994236,1.2914487951517892,0.8870498592254821
157,945,3,post_SC,6.078127407105153,1.2678103044357985,1.6575882456626714
157,946,4,pre_GO,3.67001422403228,1.3216661133148533,1.0371941683179078
157,947,5,post_GO,4.061675713896349,1.0874735139444318,1.0654745048588907
476,948,0,pre_TC,5.929533456130117,2.113654593818758,1.5838504954305492
476,949,1,post_TC,4.222290637912442,1.6037885583976006,1.263291898067607
476,950,2,pre_SC,4.318112034042786,1.4128342553205,1.2130780426189114
476,951,3,post_SC,4.708472634598378,1.1832630509846234,1.2590383138809509
476,952,4,pre_GO,4.381134022489422,1.3532595493610102,1.1950003987028937
476,953,5,post_GO,4.106999098711543,0.962982311878668,1.0481608416734494
271,954,0,pre_TC,5.000025280058607,1.4611909101939158,1.305751658847857
271,955,1,post_TC,4.365668583772069,1.298045602657408,1.2785324852115376
271,956,2,pre_SC,2.9707403363081597,1.0495372789930726,0.732226809953805
271,957,3,post_SC,5.393031964410841,1.3408251971442362,1.4915976818424534
271,958,4,pre_GO,3.5855026486807566,0.8987426446984816,0.926467372949764
271,959,5,post_GO,2.7957935186235248,0.8616771539620236,0.6563345572369436
399,960,0,pre_TC,3.399760395775095,1.048084014695939,0.8503837042658104
399,961,1,post_TC,3.727000587795669,1.1236672065571358,0.9028733962958146
399,962,2,pre_SC,3.3709306123581357,1.0876055142803192,0.7901002793246553
399,963,3,post_SC,2.9417249615653867,1.0219532972527985,0.8201758517567616
399,964,4,pre_GO,4.625041561060657,0.93113055053361,1.148154032225226
399,965,5,post_GO,5.802620158956174,0.8518698167453559,1.4083437037973892
300,966,0,pre_TC,4.305446717770399,1.266370735615253,1.2130484366684586
300,967,1,post_TC,3.041621497422679,1.2848140839286408,0.8225920166155176
300,968,2,pre_SC,3.024208252970169,1.0317573613685247,0.830872468441215
300,969,3,post_SC,3.1514728930961744,1.0201906680921493,0.6943694954523228
300,970,4,pre_GO,2.834246057520558,1.2428678478620152,0.8268650669637811
300,971,5,post_GO,3.375099737543526,0.8143957738251609,0.8380333876134912
446,972,0,pre_TC,4.088759341143888,1.0127210912007742,1.0001096911179317
446,973,1,post_TC,3.915458461355172,1.2778528171077053,1.1648304978127064
446,974,2,pre_SC,3.0747497731217237,1.1595409816268765,0.7893751505817703
446,975,3,post_SC,3.533870518874578,0.7793458524842886,0.8792898857866713
446,976,4,pre_GO,3.652324332263992,1.219436880480446,0.9578607317539912
446,977,5,post_GO,4.208773869326235,0.8857049078453144,1.0423159611035702
542,978,0,pre_TC,3.057759084219845,1.0919678115890616,0.8650522902259516
542,979,1,post_TC,3.7444684670483337,1.1891967666039491,1.0382369432789629
542,980,2,pre_SC,5.195433597351391,1.0160142611083278,1.228249774234872
542,981,3,post_SC,3.557798382625967,0.944920954574024,0.9052999294403256
542,982,4,pre_GO,3.821951246213328,1.2923541620872678,1.003216983448198
542,983,5,post_GO,4.249834654598556,1.209539982518973,1.0581547121132309
693,984,0,pre_TC,5.59746397928582,1.3999581705294113,1.3824386739560837
693,985,1,post_TC,5.840760171986923,1.3642535699357208,1.4804506607822865
693,986,2,pre_SC,4.433432003000672,1.149121302217617,1.0699775105807048
693,987,3,post_SC,3.322051042834232,1.5210604899453617,1.0430367273657546
693,988,4,pre_GO,2.9614676601863485,0.9401592949560468,0.6899427181648681
693,989,5,post_GO,4.604073035066188,0.8510271336491745,1.1622214603185366
258,990,0,pre_TC,3.6065081616642662,1.129996396458427,0.9887365997053394
258,991,1,post_TC,3.0862438076172154,1.097510549416302,0.8030574950078292
258,992,2,pre_SC,4.587431695961256,2.470014434354692,1.5689025076649743
258,993,3,post_SC,2.6579517370251358,1.079156475972796,0.6607297586023815
258,994,4,pre_GO,3.264190959675186,1.2075612347573104,0.820849752282195
258,995,5,post_GO,3.173171230569217,1.23941714323546,0.8426405022067865
550,996,0,pre_TC,5.528388655410119,1.1649921419950444,1.4581430503231685
550,997,1,post_TC,2.804516702612747,1.1837918252998756,0.7255057649383543
550,998,2,pre_SC,4.451174334473963,1.2122810935772732,1.1326339058555472
550,999,3,post_SC,3.0810913477646995,0.9414218926404196,0.7825370894863319
550,1000,4,pre_GO,2.984780170519377,1.1708366384199562,0.7507144748592237
550,1001,5,post_GO,2.5959424913277043,0.8566198073698692,0.6929442827452412
100,1002,0,pre_TC,4.949648433829023,1.2480390353487725,1.3219539551171164
100,1003,1,post_TC,3.865848853341759,0.9957467015321756,0.8156578833335659
100,1005,3,post_SC,4.64636849575487,0.956930072690724,1.1591160789720918
100,1006,4,pre_GO,3.094951078574008,1.1041026652845938,0.8586754773293982
100,1007,5,post_GO,4.65776453981464,1.3862208410312122,1.3361535785907763
129,1008,0,pre_TC,4.389969429962091,1.3063701758578097,1.190220896790345
129,1009,1,post_TC,3.733401832083015,1.4385947507938983,1.0375131350879396
129,1010,2,pre_SC,3.803003449336557,1.2715885335026185,0.974164086521273
129,1011,3,post_SC,2.625905555918752,0.8738125054205883,0.6426431769064741
129,1012,4,pre_GO,4.126745662094393,1.2886313399779332,1.1659531555275846
129,1013,5,post_GO,3.0167794620992208,0.8604823860168739,0.7854691625064741
186,1014,0,pre_TC,4.9364703964099865,1.2355921229737927,1.27764543743387
186,1015,1,post_TC,4.140059684919888,1.0010524480022205,1.049583175677808
186,1016,2,pre_SC,4.462442174619032,1.4598531487239297,1.3207692943097566
186,1017,3,post_SC,4.570886626421076,1.2023192956860045,1.2765628580722574
186,1018,4,pre_GO,5.325368449066997,1.7176337098464305,1.5572175168103348
186,1019,5,post_GO,5.791397879314067,1.3095092704030369,1.473131380474271
650,1020,0,pre_TC,4.5089285302303415,1.4023238458405685,1.253731195864613
650,1021,1,post_TC,3.826003837295419,1.451631358803023,1.015145882686498
650,1022,2,pre_SC,3.74700424456132,1.2060678575942658,1.0256793950750307
650,1023,3,post_SC,4.188937981259833,1.0704961976567715,1.0629938825463978
650,1024,4,pre_GO,2.7963223135075905,1.1960960822356603,0.7558652869731064
650,1025,5,post_GO,2.4861359791899265,0.9434535408927356,0.670876733771627
438,1026,0,pre_TC,5.28656225926085,1.6133540381686449,1.3656858732725627
438,1027,1,post_TC,5.933779183193619,1.3676680672783557,1.624483417375754
438,1028,2,pre_SC,4.891042251097256,1.9940135459777864,1.578443853925887
438,1029,3,post_SC,3.91323908462306,1.1390068757800822,1.0117441044748263
438,1030,4,pre_GO,4.526299178296075,1.4426836277684387,1.2996709049715989
438,1031,5,post_GO,8.642842868251092,1.857170449704633,2.4153968805483035
290,1032,0,pre_TC,2.993066890932478,1.075471887717751,0.7443284489030759
290,1033,1,post_TC,4.863780759582068,1.4269197471459416,1.3052390576490174
290,1034,2,pre_SC,5.344167337358975,1.5943816336730663,1.4852763657990968
290,1035,3,post_SC,3.6225481909140016,1.1687531100333084,0.9922236767021876
290,1036,4,pre_GO,3.4870305560321606,1.2308848430526813,0.985993087969454
290,1037,5,post_GO,3.679894008270903,1.5073681429986812,1.033432784376621
289,1038,0,pre_TC,4.533135710495356,1.1284357626642612,1.011815975322485
289,1039,1,post_TC,3.280513119067657,1.0006884005089125,0.7359302084512072
289,1040,2,pre_SC,3.8003948156502414,1.1952023518636556,0.9918476622058264
289,1041,3,post_SC,3.8007976760176194,1.0845916984028343,0.9624160079190406
289,1043,5,post_GO,4.0662672186226745,0.8329167527400333,1.0251247494574975
67,1044,0,pre_TC,3.9523053572475058,1.338481586779485,0.9254322893539398
67,1045,1,post_TC,5.691157111161056,1.515595258791145,1.5566176261989848
67,1046,2,pre_SC,6.940910512802135,1.4000058551301768,1.8871061626765795
67,1047,3,post_SC,5.087946722619484,1.1650223418292696,1.2903384617825595
67,1048,4,pre_GO,3.4270105692104,1.253119911384701,0.8951268041093977
67,1049,5,post_GO,3.826122317959925,0.9531735725845136,0.9361251578095996
458,1050,0,pre_TC,4.017341927734562,1.4868958605997828,1.1878565411385305
458,1051,1,post_TC,3.1219387086219137,1.1516609500363897,0.872084247837417
458,1052,2,pre_SC,4.619233514727551,1.1588647104856535,1.1771237272723776
458,1053,3,post_SC,4.0364306256693805,1.3448846543218114,1.194184798312667
458,1054,4,pre_GO,5.312721922392725,1.450825642567176,1.4076349495556613
458,1055,5,post_GO,4.107238934423784,1.4121811724967035,1.168280226319635
90,1056,0,pre_TC,3.4023245638479813,1.1930169868297713,0.904422330665338
90,1057,1,post_TC,4.74534628303638,0.9465959042025026,1.0897721481504965
90,1058,2,pre_SC,3.356491391847204,1.0586751217398664,0.8602305024590491
90,1059,3,post_SC,5.0410144806858765,1.7720596817120045,1.4529351105452637
90,1060,4,pre_GO,3.7077310141883526,1.1968682579558083,0.9709290340322284
90,1061,5,post_GO,3.4088437627568124,0.8158623998485218,0.8536826491779462
77,1062,0,pre_TC,2.475984680491892,1.22381251301215,0.7747860067101482
77,1063,1,post_TC,4.312238177277196,1.2929432343530416,1.1703289403509618
77,1064,2,pre_SC,6.428304933797491,1.1829461196043491,1.707762533303517
77,1065,3,post_SC,3.198203359758556,1.279954247467433,0.90658679696481
77,1066,4,pre_GO,5.057454772969665,1.352114856315605,1.2249618141725875
77,1067,5,post_GO,4.403761036242549,1.288304026924329,1.250809622990117
292,1068,0,pre_TC,4.87679618495561,1.1351616325681235,1.2487190261196115
292,1070,2,pre_SC,4.020746068415359,1.0753828927951976,1.0093365229747011
292,1071,3,post_SC,4.9118955118000125,1.1563897047286462,1.1914396188239047
292,1072,4,pre_GO,4.142657358350848,1.127286558874367,1.1046283423715988
292,1073,5,post_GO,2.224633965228428,0.952287852702592,0.5073492713580825
649,1074,0,pre_TC,4.642604523244209,1.680735475243602,1.3862593169902258
649,1075,1,post_TC,2.23387925555373,0.7519801225814919,0.5572712044677904
649,1076,2,pre_SC,3.5486835237572185,1.3270164209984223,0.953937572411784
649,1077,3,post_SC,3.3932732578796427,0.9963094140182824,0.8480794495064845
649,1078,4,pre_GO,3.5843375272075297,1.3260854159361108,1.0536036943664893
649,1079,5,post_GO,3.5852851589035573,1.10147257323458,0.9985568770032566
524,1080,0,pre_TC,4.304623359628908,1.3320359761330602,1.189279482685441
524,1081,1,post_TC,3.8992160313793938,1.1195198739303929,0.9819781169678632
524,1082,2,pre_SC,4.809632464101414,1.2987477616697884,1.2717921394297609
524,1083,3,post_SC,3.7758180256371774,1.1293914480921172,0.9024443999661094
524,1084,4,pre_GO,3.366966163207456,1.1739222636488171,0.877059024711019
524,1085,5,post_GO,2.6650021934936814,0.9082825143527834,0.6789278113051531
105,1086,0,pre_TC,2.728601391792508,0.9441727873868438,0.6238397350941508
105,1087,1,post_TC,4.8695831291388405,2.027532655538256,1.565966987417366
105,1088,2,pre_SC,4.307379885675791,1.2364814748135309,1.0789120239402783
105,1089,3,post_SC,3.099719471008771,0.8587748953698005,0.6978313544825296
105,1090,4,pre_GO,3.455751042925109,1.2951070215687142,0.91467199500691
105,1091,5,post_GO,3.972554388646476,1.193000859527972,1.0867338528845525
372,1092,0,pre_TC,2.909505022168816,0.9389812921252592,0.656693123537352
372,1093,1,post_TC,3.615433161500049,1.015505822450163,0.9708254801824604
372,1094,2,pre_SC,4.001519663018023,1.2673871220338162,1.0629563806229272
372,1095,3,post_SC,2.722394183702328,0.9918690927398108,0.7368180725104132
372,1096,4,pre_GO,4.625400951243216,1.5507796016907385,1.350103291558478
372,1097,5,post_GO,3.038433834888268,1.1676711773013997,0.808551456673325
617,1098,0,pre_TC,3.450757792528872,1.1440163169649915,0.9010830726083824
617,1099,1,post_TC,3.0229514308035568,1.2180753716203545,0.7293995589031327
617,1100,2,pre_SC,4.67715849947954,1.5352349810795032,1.4225500090634888
617,1101,3,post_SC,3.0961961618062217,1.0050678341759205,0.723716087714128
617,1102,4,pre_GO,3.40833355212722,1.345874071289091,0.7429714558122718
617,1103,5,post_GO,6.489317145634809,1.255874662086381,1.6247876258037208
527,1104,0,pre_TC,3.747278588468885,1.888432798568628,1.243459969889778
527,1105,1,post_TC,3.509195759836805,1.0996382233519388,0.8105268540551318
527,1106,2,pre_SC,3.5603713723178347,1.045563863727079,0.9423299979001506
527,1107,3,post_SC,3.7164460963486032,1.054510138389014,0.8848431738477058
527,1108,4,pre_GO,3.675585946338325,0.9069072879164054,0.9109129777089496
527,1109,5,post_GO,3.752648521683751,0.7080772923903598,0.9754035584960272
555,1110,0,pre_TC,3.722860068550013,1.321978245917044,1.074922143396011
555,1111,1,post_TC,3.482112846436116,1.6052985566867923,1.0503853240725023
555,1112,2,pre_SC,6.953307026062789,1.4334227183666437,1.8705931218238088
555,1113,3,post_SC,3.5837925301462192,1.477184095495606,1.0103289951460122
555,1114,4,pre_GO,5.039989669083758,1.442538572787608,1.4208456200672004
555,1115,5,post_GO,2.232885924553928,0.9341873207423714,0.5353302112926985
342,1116,0,pre_TC,4.325895398792989,1.2082425513643276,1.1887382786119156
342,1117,1,post_TC,5.4441601702904165,1.211954638576246,1.3776240291622086
342,1118,2,pre_SC,3.864329522235594,1.1247992269370084,0.9950019521789196
342,1119,3,post_SC,2.890039998200403,1.0213809060037249,0.7844419974769422
342,1120,4,pre_GO,3.294550760365936,1.1755923892624929,0.8569052111643483
342,1121,5,post_GO,3.6937790159344575,0.7586321645696202,0.873060724048762
211,1122,0,pre_TC,5.353273134766746,1.5527318473497969,1.4234267486462406
